iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level
20,0.15,17.51,5,0,2,0.26,0.74,0,0.91,0.91,0.18,0,2,1,9.63,0.77,0.58,3,1.0,0.92,0.65
5,0.87,224.96,3,0,8,0.41,0.48,1,0.82,0.01,0.57,1,1,10,632.37,0.58,0.61,10,0.28,0.86,0.28
16,-0.01,209.78,2,3,9,0.2,0.22,0,0.29,0.27,0.81,0,5,5,867.99,0.29,0.42,5,0.73,0.28,0.46
5,-0.97,180.53,3,2,5,0.47,0.66,1,0.82,0.57,0.76,0,2,19,551.34,0.77,0.36,3,0.86,0.88,0.12
16,-0.34,164.09,4,0,7,0.53,0.4,1,0.46,0.18,0.14,0,5,7,372.22,0.84,0.83,3,0.01,0.47,0.43
14,0.51,127.69,3,2,4,0.65,0.72,1,0.81,0.58,0.57,1,4,20,625.51,0.54,0.75,6,0.36,0.81,0.42
3,-0.07,21.08,2,3,1,0.78,0.89,0,0.84,0.69,0.92,0,4,3,879.35,0.51,0.4,2,0.64,0.84,0.72
19,-0.56,175.2,2,3,6,0.18,0.59,1,0.79,0.15,0.75,0,9,11,876.18,0.78,0.34,4,0.42,0.82,0.44
17,0.6,154.36,2,1,8,0.57,0.32,1,0.53,0.68,0.6,1,1,16,963.42,0.83,0.74,10,0.45,0.51,0.84
2,0.83,218.6,1,0,6,0.67,0.44,0,0.5,0.83,0.9,0,3,18,1124.66,0.64,0.0,1,0.54,0.55,0.42
16,-0.12,186.32,2,3,6,0.63,0.66,1,0.51,0.09,0.51,0,0,14,769.62,0.75,0.69,3,0.13,0.5,0.39
18,-0.88,200.37,4,2,8,0.55,0.12,1,0.59,0.72,0.4,0,0,6,255.11,0.36,0.47,0,0.58,0.6,0.5
11,0.4,164.18,5,0,7,0.57,0.34,1,0.87,0.93,0.07,0,7,1,0.0,0.38,0.58,1,0.29,0.91,0.87
20,0.96,38.36,4,2,3,0.54,0.66,1,0.93,0.99,0.38,0,6,12,368.2,0.43,0.67,5,0.08,0.98,0.04
4,0.31,300.75,3,0,9,0.9,0.05,0,0.68,0.18,0.54,0,8,4,608.47,0.64,0.34,1,0.73,0.72,0.62
0,0.96,26.25,4,3,1,0.9,0.84,0,0.61,0.53,0.82,0,3,14,340.7,0.47,0.59,2,0.35,0.61,0.78
3,-0.94,107.87,4,0,4,0.51,0.78,1,0.83,0.24,0.07,0,9,1,326.17,0.6,0.71,5,0.45,0.78,0.74
7,0.48,62.45,4,3,1,0.19,0.87,1,0.8,0.23,0.22,0,0,4,290.18,0.56,0.72,2,0.5,0.76,0.84
18,-0.36,86.02,5,2,4,0.89,0.77,0,0.56,0.24,0.88,0,10,16,15.54,0.25,0.64,2,0.22,0.59,0.28
1,0.11,111.79,5,1,5,0.5,0.62,1,0.83,0.63,0.43,0,7,1,0.0,0.49,0.29,5,0.97,0.88,0.46
16,-0.36,222.53,4,3,7,0.56,0.6,1,0.84,0.15,0.38,0,8,15,297.97,0.82,0.56,1,0.24,0.88,0.53
4,0.61,150.12,1,3,5,0.16,0.75,1,0.78,0.97,0.56,1,2,12,1149.76,0.67,0.56,6,0.24,0.79,0.35
20,-0.84,187.97,4,2,6,0.68,0.52,1,0.67,0.09,0.72,0,3,1,230.82,0.77,0.71,5,0.27,0.62,0.72
19,-0.92,329.18,1,1,10,0.37,0.16,1,0.93,0.8,0.59,1,10,17,1162.83,0.33,0.23,6,0.22,0.97,0.2
9,0.91,191.11,1,1,6,0.49,0.56,1,0.74,0.94,0.96,1,1,15,1136.98,0.38,0.29,10,0.91,0.74,0.79
6,-0.21,313.03,2,2,10,0.24,0.25,1,0.86,0.78,0.38,0,8,20,904.45,0.57,0.37,2,0.36,0.82,0.35
16,0.77,204.95,4,0,6,0.56,0.57,0,0.87,0.8,0.72,0,5,6,278.15,0.52,0.53,3,0.37,0.82,0.76
18,0.73,10.0,2,0,1,0.48,1.0,0,0.59,0.26,0.93,0,9,13,915.83,0.45,0.27,1,0.3,0.58,0.8
7,-0.24,176.83,2,3,6,0.52,0.57,0,0.9,0.55,0.94,1,5,8,834.12,0.75,0.26,8,0.76,0.87,0.46
14,-0.66,292.46,3,1,8,0.15,0.29,0,0.78,0.14,0.55,1,2,17,603.84,0.41,0.32,5,0.99,0.89,0.86
1,0.68,255.86,1,0,9,0.02,0.31,1,0.45,0.76,0.41,0,10,7,1198.56,0.57,0.55,1,0.07,0.4,0.21
6,0.01,63.91,3,0,1,0.69,0.77,1,0.65,0.62,0.67,0,9,15,601.51,0.93,0.69,0,0.66,0.66,0.51
17,0.1,58.66,1,0,1,0.28,0.91,0,0.75,0.53,0.27,0,4,0,1211.21,0.69,0.51,5,0.5,0.87,0.61
5,-0.79,209.94,1,1,7,0.46,0.3,1,0.72,0.24,0.62,0,4,11,1083.75,0.68,0.9,3,0.27,0.75,0.62
11,0.92,52.31,4,1,2,0.54,0.89,0,0.85,0.99,0.23,0,10,2,327.06,0.67,0.55,5,0.65,0.89,0.75
2,-0.19,30.69,4,3,1,0.4,0.99,1,0.41,0.06,0.01,0,2,2,346.34,0.94,0.49,3,0.5,0.39,0.76
18,0.95,168.0,1,0,6,0.34,0.31,1,0.4,0.23,0.9,0,9,15,1108.98,0.64,0.63,0,0.27,0.4,0.56
17,0.13,139.35,1,1,5,0.29,0.62,1,0.91,0.93,0.31,0,3,18,1142.06,0.26,0.42,5,0.14,0.94,0.42
2,-0.4,228.59,5,1,7,0.33,0.33,1,0.64,0.57,0.85,0,10,17,0.0,0.85,0.6,5,0.33,0.63,0.59
2,0.0,91.71,3,0,3,0.71,0.84,1,0.92,0.1,0.23,0,1,10,585.55,0.71,0.53,4,0.61,0.88,0.7
12,0.94,259.8,3,0,10,0.22,0.21,1,0.63,0.63,0.78,0,7,15,599.77,0.77,0.35,4,0.23,0.59,0.84
13,-0.63,217.63,5,3,7,0.53,0.36,1,0.71,0.09,0.62,0,3,2,0.0,0.74,0.62,1,0.08,0.73,0.71
20,-0.69,234.81,4,2,7,0.21,0.43,0,0.68,0.36,0.09,0,4,14,303.26,0.47,0.41,2,0.36,0.76,0.64
4,-0.83,29.78,4,3,2,0.74,0.99,0,0.65,0.56,0.51,1,1,0,337.13,0.13,0.74,9,0.09,0.65,0.65
19,0.2,83.7,3,3,2,0.83,0.93,1,0.65,0.01,0.41,0,1,17,591.45,0.56,0.44,1,0.91,0.64,0.81
16,-0.66,339.26,4,1,10,0.23,0.3,0,0.74,0.14,0.3,0,7,4,276.95,0.23,0.63,3,0.06,0.75,0.38
13,-0.4,171.34,1,2,5,0.79,0.89,0,0.58,0.25,0.25,1,10,15,1176.39,0.52,0.82,6,0.59,0.63,0.73
3,-0.73,240.66,1,3,8,0.37,0.12,1,0.78,0.33,0.62,0,5,14,1088.9,0.52,0.55,5,0.33,0.78,0.33
4,-0.4,279.4,5,1,10,0.38,0.08,1,0.98,0.48,0.18,1,6,10,21.46,0.67,0.45,10,0.29,0.98,0.31
18,0.56,268.2,3,3,8,0.3,0.29,0,0.72,0.28,0.79,0,5,3,573.28,0.7,0.68,1,0.93,0.69,0.52
17,-0.64,270.19,5,0,10,0.74,0.18,1,0.51,0.95,0.46,1,3,14,0.0,0.42,0.22,10,0.8,0.51,0.91
13,0.35,35.09,2,2,2,0.39,0.76,0,0.82,0.24,0.66,0,6,12,810.32,0.29,0.43,4,0.07,0.86,0.79
18,-0.2,192.53,5,3,8,0.28,0.42,1,0.72,0.54,0.79,1,5,17,0.0,0.62,0.58,5,0.59,0.71,0.48
7,0.32,46.48,3,1,2,0.45,0.76,1,0.72,0.65,0.04,0,10,20,689.79,0.48,0.15,2,0.4,0.66,0.17
3,-0.98,207.24,3,1,7,0.47,0.42,1,0.84,0.51,0.52,0,9,18,526.24,0.41,0.48,2,0.22,0.82,0.42
14,0.54,216.8,5,1,7,0.7,0.38,0,0.45,0.34,0.02,0,1,9,51.47,0.68,0.43,0,0.42,0.52,0.39
4,-0.3,29.22,3,3,2,0.74,0.84,1,0.7,0.78,0.52,1,5,15,550.65,0.78,0.46,10,0.1,0.71,0.15
10,-0.87,245.08,1,0,8,0.52,0.51,0,0.53,0.02,0.34,0,1,5,1146.9,0.48,0.79,5,0.93,0.52,0.74
16,-0.65,91.03,2,2,4,0.74,0.61,1,0.81,0.56,0.96,0,3,12,825.05,0.58,0.72,1,0.63,0.87,0.33
12,-0.94,239.04,5,1,7,0.44,0.3,0,0.51,0.45,0.43,0,0,6,0.0,0.66,0.77,5,0.21,0.41,0.12
18,-0.8,15.12,5,1,2,0.73,0.74,1,0.76,0.37,0.2,0,1,8,27.68,0.39,0.35,3,0.67,0.8,0.11
20,-0.37,226.92,4,3,9,0.67,0.1,1,0.66,0.59,0.35,1,7,19,297.92,0.89,0.36,10,0.17,0.61,0.44
19,0.18,126.85,2,2,5,0.57,0.53,0,0.58,0.12,0.31,1,2,11,885.39,0.42,0.45,9,0.69,0.53,0.04
13,0.19,182.62,5,3,7,0.82,0.43,0,0.67,0.42,0.49,0,8,20,0.0,0.25,0.66,1,0.93,0.66,0.47
5,-0.02,237.11,2,1,9,0.45,0.24,1,0.85,0.31,0.45,0,0,11,948.23,0.72,0.77,3,0.95,0.8,0.23
6,0.63,51.01,5,3,3,0.35,0.76,1,0.69,0.41,0.49,1,7,15,0.0,0.61,0.25,9,0.17,0.7,0.32
7,-0.42,14.2,3,1,1,0.22,0.86,1,0.79,0.54,0.17,0,7,18,422.44,0.74,0.63,3,0.74,0.73,0.26
16,-0.77,282.56,1,2,9,0.54,0.29,1,0.6,0.78,0.82,0,5,17,1168.0,0.39,0.4,0,0.82,0.64,0.44
17,-0.56,238.9,4,0,8,0.8,0.4,0,0.73,0.74,0.65,0,3,9,307.09,0.66,0.47,0,0.87,0.81,0.65
8,-0.3,176.07,1,3,8,0.86,0.09,0,0.63,0.87,0.12,0,3,6,1173.54,0.22,0.05,4,0.81,0.57,0.53
19,0.27,165.49,2,1,6,0.9,0.58,1,0.74,0.78,0.81,0,0,18,876.94,0.93,0.6,2,0.35,0.77,0.5
17,-0.66,232.36,3,2,10,0.37,0.24,0,0.62,0.57,0.95,0,8,3,641.78,0.56,0.76,3,0.14,0.59,0.34
8,0.73,66.72,2,1,1,0.8,0.9,0,0.48,0.25,0.71,1,3,12,895.93,0.86,0.49,9,0.49,0.47,0.6
20,-0.17,142.09,4,0,5,0.7,0.59,0,0.91,0.63,0.88,0,1,12,239.0,0.26,0.34,2,0.52,0.91,0.62
14,0.9,160.67,3,0,6,0.45,0.23,0,0.59,0.87,0.85,0,1,14,562.17,0.55,0.46,5,0.63,0.61,0.69
2,0.59,203.06,4,1,6,0.74,0.57,1,0.76,0.97,0.82,0,7,8,307.52,0.29,0.41,2,0.32,0.76,0.76
17,0.16,157.79,5,3,6,0.47,0.59,0,0.94,0.79,0.89,1,0,1,0.0,0.05,0.38,8,0.1,0.98,0.57
3,0.86,60.37,2,3,1,0.38,0.83,0,0.77,0.46,0.99,0,6,6,864.37,0.18,0.41,1,1.0,0.77,0.07
5,0.75,110.43,3,0,5,0.32,0.59,0,0.7,0.65,0.25,1,5,20,501.3,0.83,0.51,8,0.17,0.67,0.07
7,-0.14,210.08,1,0,5,0.37,0.54,0,0.96,0.0,0.48,0,2,18,1200.69,0.45,0.45,5,0.23,0.99,0.73
0,-0.98,251.84,3,0,8,0.63,0.29,0,0.43,0.99,0.42,0,2,15,515.26,0.24,0.47,3,0.07,0.41,0.58
3,-0.79,81.48,3,2,2,0.78,0.77,1,0.76,0.14,0.77,0,2,20,556.81,0.85,0.49,1,0.99,0.76,0.75
16,0.13,77.11,5,1,2,0.26,0.8,0,0.66,0.44,0.72,0,10,4,0.0,0.71,0.88,4,0.92,0.67,0.59
6,-0.83,221.5,1,1,8,0.9,0.38,1,0.64,0.75,0.59,0,6,11,1145.1,0.3,0.02,2,0.96,0.58,0.2
7,-0.45,86.81,1,1,3,0.43,0.79,1,0.38,0.55,0.6,0,9,9,1166.61,0.67,0.33,5,0.78,0.37,0.68
9,-0.59,85.03,5,1,1,0.42,0.98,1,0.93,0.75,0.3,1,0,7,14.55,0.54,0.63,5,0.49,0.84,0.91
15,0.28,102.26,1,0,4,0.66,0.52,1,0.83,0.99,0.93,0,2,12,1107.48,0.9,0.14,4,0.86,0.8,0.38
11,0.09,168.74,2,3,7,0.43,0.4,0,0.88,0.95,0.77,1,0,18,925.39,0.41,0.52,7,0.07,0.81,0.2
1,0.85,74.99,4,2,4,0.47,0.53,0,0.86,0.63,0.5,0,6,13,342.08,0.44,0.47,0,0.7,0.78,0.71
17,0.23,237.06,3,0,9,0.51,0.3,0,0.58,0.31,0.51,1,3,4,608.29,0.4,0.29,8,0.54,0.59,0.26
20,0.53,335.43,1,2,10,0.46,0.21,0,0.98,0.7,0.73,0,3,1,1072.97,0.45,0.5,3,0.24,1.0,0.1
14,0.22,80.3,1,2,2,0.38,0.85,0,0.42,0.67,0.66,0,2,3,1111.37,0.71,0.35,1,0.01,0.37,0.39
5,-0.01,30.02,3,2,1,0.35,0.91,0,0.41,0.17,0.13,1,4,3,626.67,0.47,0.58,5,0.77,0.44,0.27
13,-0.46,208.16,1,2,6,0.8,0.38,0,0.53,0.71,0.58,0,1,15,1100.64,0.48,0.72,2,0.46,0.5,0.38
15,0.72,10.0,2,2,1,0.17,1.0,1,0.76,0.16,0.77,0,9,3,836.36,0.94,0.38,4,0.23,0.77,0.45
1,0.72,10.0,1,1,1,0.48,0.93,0,0.41,0.05,0.36,0,2,5,1180.32,0.2,0.65,0,0.93,0.47,0.51
20,-0.16,315.01,3,1,9,0.58,0.4,0,0.77,0.42,0.72,0,4,2,519.74,0.33,0.2,0,0.57,0.76,0.14
1,-0.64,292.16,5,0,9,0.44,0.38,0,0.53,0.95,0.07,0,7,9,0.0,0.51,0.47,2,0.77,0.47,0.5
2,0.11,182.81,1,2,6,0.72,0.57,1,0.71,0.2,0.56,0,4,19,1183.23,0.68,0.57,2,0.24,0.67,0.85
15,1.0,271.38,2,1,10,0.28,0.21,1,0.5,0.15,0.93,0,0,7,802.37,0.73,0.21,5,0.54,0.52,0.59
10,-1.0,13.58,4,2,1,0.13,0.8,0,0.76,0.1,0.53,0,3,13,181.04,0.58,0.43,0,0.49,0.76,0.75
8,-0.81,75.33,2,3,3,0.42,0.69,0,0.59,0.7,0.37,1,1,18,845.2,0.3,0.11,6,0.1,0.52,0.4
2,0.18,191.65,1,3,7,0.15,0.49,1,0.62,0.66,0.13,0,4,8,1105.46,0.96,0.89,3,0.85,0.56,0.73
10,-0.09,209.44,2,0,6,0.88,0.57,1,0.75,0.94,0.14,0,9,3,915.13,0.71,0.52,1,0.16,0.68,0.85
14,-0.37,287.46,1,2,8,0.17,0.55,0,0.59,0.96,0.21,1,4,14,1128.85,0.32,0.21,5,0.27,0.53,0.66
5,0.62,98.53,3,0,2,0.37,0.77,0,0.34,0.22,0.86,0,2,2,545.75,0.6,0.78,2,0.71,0.29,0.45
16,-0.9,251.69,3,2,7,0.35,0.28,1,0.67,0.82,0.17,0,6,14,582.98,0.46,0.43,4,0.56,0.64,0.29
3,-0.08,96.98,2,0,4,0.69,0.76,1,0.66,0.01,0.83,0,3,4,834.29,0.58,0.21,3,0.2,0.71,0.24
20,0.88,152.13,1,2,6,0.55,0.39,0,0.66,0.92,0.07,0,1,6,1200.92,0.34,0.46,3,0.9,0.56,0.58
2,0.81,57.38,3,0,3,0.41,0.85,0,0.61,0.04,0.46,0,2,18,645.6,0.85,0.64,5,0.43,0.59,0.46
15,-0.94,182.22,4,1,7,0.5,0.41,0,0.49,0.35,0.91,0,4,8,236.1,0.26,0.08,1,0.45,0.63,0.83
19,0.24,87.03,2,2,1,0.91,0.87,1,0.86,0.5,0.88,0,7,1,919.94,0.92,0.45,3,0.09,0.84,0.3
13,-0.6,86.2,5,1,3,0.49,0.92,1,0.68,0.63,0.8,0,0,12,0.0,0.91,0.43,2,0.78,0.69,0.53
17,0.56,242.49,3,2,8,0.62,0.38,0,0.62,0.39,0.18,0,5,19,600.57,0.54,0.17,2,0.22,0.61,0.3
15,0.06,11.14,5,1,1,0.46,0.65,0,0.64,0.97,0.1,1,10,7,0.0,0.24,0.35,10,0.27,0.55,0.4
7,0.15,52.07,4,2,1,0.21,0.81,0,0.49,0.94,0.99,0,2,5,227.61,0.74,0.43,2,0.24,0.48,0.72
18,-0.94,125.11,3,1,6,0.82,0.56,1,0.97,0.56,0.19,0,7,17,700.92,0.84,0.52,3,0.31,1.0,0.23
2,-0.89,66.68,5,1,1,0.67,0.91,1,0.92,0.02,0.48,0,5,19,63.43,0.59,0.36,1,0.2,1.0,0.11
5,0.84,184.36,3,0,6,0.73,0.43,0,0.72,0.02,0.59,0,2,3,616.35,0.71,0.5,2,0.85,0.7,0.42
11,0.41,66.07,4,0,2,0.62,0.99,0,0.85,0.34,0.32,0,2,13,302.0,0.41,0.81,3,0.79,0.83,0.47
5,0.41,171.58,5,2,6,0.3,0.36,0,0.5,0.22,0.59,0,2,12,35.36,0.8,0.47,5,0.31,0.5,0.15
4,-0.64,167.78,1,3,5,0.86,0.6,0,0.57,0.85,0.77,0,9,1,1138.5,0.4,0.81,2,0.18,0.55,0.27
7,0.28,244.79,1,3,10,0.52,0.3,0,0.58,0.14,0.75,0,3,11,1066.92,0.45,0.64,1,0.98,0.58,0.48
20,0.46,55.28,3,3,2,0.8,0.94,1,0.76,0.01,0.21,0,1,11,594.68,0.75,0.27,0,0.26,0.75,0.58
1,-0.23,41.47,4,1,1,0.43,0.79,1,0.76,0.88,0.49,0,6,11,241.17,0.72,0.35,0,0.55,0.79,0.45
18,0.3,237.43,2,1,8,0.61,0.32,1,0.83,0.45,0.8,0,0,9,828.0,0.44,0.48,2,0.02,0.75,0.68
2,-0.32,88.08,4,1,2,0.69,0.91,0,0.66,0.73,0.55,0,1,10,295.17,0.72,0.59,4,0.59,0.66,0.24
0,-0.14,245.37,2,3,8,0.7,0.43,0,0.92,0.16,0.1,0,3,6,843.33,0.5,0.71,4,0.41,0.91,0.68
8,0.32,301.45,3,1,9,0.63,0.24,0,0.99,0.1,0.39,0,8,15,564.83,0.2,0.53,2,0.15,0.95,0.43
13,-0.82,41.4,5,3,1,0.3,1.0,0,0.95,0.2,0.03,1,2,20,0.0,0.7,0.46,5,0.29,0.91,0.38
3,-0.38,301.93,4,3,8,0.68,0.35,1,0.39,0.49,0.66,1,1,20,256.54,0.6,0.28,6,0.54,0.47,0.68
12,-0.26,209.79,4,0,6,0.82,0.62,1,0.64,0.26,0.47,0,3,8,283.57,0.45,0.61,1,0.56,0.7,0.5
2,0.34,10.0,5,3,2,0.34,1.0,1,0.89,0.97,0.59,0,8,1,0.0,0.33,0.11,4,0.84,0.85,0.04
17,0.37,206.66,4,1,7,0.38,0.49,1,0.77,0.48,0.08,0,0,16,230.4,0.72,0.59,4,0.57,0.75,0.92
19,-0.71,356.13,4,1,10,0.77,0.08,1,0.75,0.95,0.17,1,3,6,372.68,0.69,0.33,8,0.13,0.75,0.75
13,-0.6,96.28,2,2,2,0.2,0.94,1,0.8,0.32,0.73,0,1,2,891.55,0.68,0.84,3,0.39,0.74,0.82
10,0.71,267.1,5,3,9,0.47,0.27,1,0.8,0.92,0.01,0,9,18,0.0,0.45,0.51,3,0.52,0.74,0.5
13,-0.7,71.77,5,0,2,0.63,0.67,1,0.88,0.92,0.56,0,1,9,40.32,0.43,0.42,2,0.87,0.86,0.46
8,-0.23,188.48,4,3,7,0.67,0.31,1,0.69,0.04,0.28,0,2,19,275.49,0.65,0.69,5,0.61,0.71,0.36
1,-0.21,240.3,3,1,7,0.67,0.28,0,0.9,0.05,0.48,0,4,11,546.43,0.69,0.41,2,0.02,0.9,0.57
8,0.69,166.12,1,1,5,0.72,0.54,0,0.45,0.13,0.97,0,7,10,1166.98,0.4,0.11,3,0.27,0.51,0.66
20,-0.82,266.22,4,1,10,0.84,0.02,1,0.87,0.91,0.41,1,7,16,344.14,0.67,0.44,5,0.87,0.82,0.36
5,-0.87,216.67,5,3,9,0.27,0.26,0,0.8,0.14,0.85,0,9,0,21.89,0.67,0.33,1,0.17,0.8,0.27
7,-0.93,20.04,1,2,1,0.5,0.95,1,0.69,0.7,0.27,1,7,16,1232.11,0.46,0.42,5,0.4,0.74,0.07
7,-0.26,17.58,5,3,1,0.6,0.75,1,0.58,0.18,0.87,0,9,17,0.0,0.75,0.49,1,0.35,0.6,0.39
2,-0.43,103.4,4,0,5,0.64,0.65,1,0.63,0.16,0.57,0,3,7,357.82,0.57,0.2,5,0.65,0.69,0.65
8,0.3,56.86,5,0,4,0.83,0.84,0,0.49,0.86,0.97,0,10,0,0.0,0.62,0.47,1,0.47,0.49,0.14
19,0.6,122.9,2,2,3,0.24,0.55,0,0.53,0.61,0.94,0,10,8,898.8,0.62,0.44,3,0.42,0.55,0.07
14,-0.5,121.98,4,2,6,0.41,0.44,0,0.84,0.68,0.82,0,6,18,308.55,0.62,0.56,4,0.1,0.81,0.53
17,0.29,161.88,5,2,6,0.13,0.39,1,0.86,0.3,0.11,0,1,10,99.44,0.76,0.42,5,0.99,0.8,0.65
8,-0.48,198.11,3,1,6,0.52,0.43,1,0.7,0.15,0.77,1,0,19,476.94,0.52,0.51,7,0.4,0.73,0.84
0,0.31,137.25,3,2,3,0.27,0.83,1,0.8,0.91,0.4,0,0,18,661.01,0.79,0.18,4,0.71,0.73,0.18
10,0.45,213.53,2,3,4,0.63,0.83,1,0.83,0.91,0.67,0,8,9,814.15,0.64,0.37,5,0.85,0.84,0.33
5,-0.41,305.71,4,1,9,0.5,0.35,0,0.72,0.74,0.73,0,8,5,298.78,0.68,0.65,2,0.95,0.72,0.22
7,-0.29,60.36,3,3,2,0.34,0.8,0,0.72,0.79,0.33,0,4,18,600.02,0.42,0.45,0,0.29,0.68,0.22
1,0.73,237.57,5,0,8,0.7,0.33,0,0.68,0.47,0.19,0,1,12,43.14,0.41,0.23,3,0.53,0.68,0.75
4,-0.73,63.64,2,2,1,0.16,0.9,0,0.93,0.41,0.57,0,7,4,813.61,0.67,0.81,5,0.32,0.88,0.43
2,-0.02,92.63,2,2,3,0.39,0.77,1,0.93,0.63,0.0,0,4,6,868.49,0.66,0.83,1,0.76,0.96,0.36
5,-0.02,272.71,1,1,10,0.49,0.3,1,0.55,0.61,0.63,0,6,13,1165.52,0.84,0.63,3,0.97,0.59,0.44
1,0.07,46.87,3,0,1,0.83,0.79,1,0.64,0.89,0.76,0,8,6,558.89,0.61,0.54,0,0.02,0.68,0.92
7,0.39,109.65,3,2,4,0.72,0.72,1,0.8,0.13,0.38,0,9,9,625.2,0.91,0.74,0,0.17,0.79,0.61
9,-0.09,193.03,5,2,5,0.41,0.54,0,0.81,0.43,0.69,0,2,10,1.99,0.21,0.66,3,1.0,0.79,0.35
6,-0.67,182.74,4,0,6,0.61,0.58,1,0.76,0.23,0.73,0,2,6,236.89,0.63,0.65,4,0.73,0.78,0.25
5,-0.75,240.99,1,3,9,0.83,0.37,1,0.81,0.88,0.26,0,8,19,1193.89,0.9,0.77,0,0.05,0.83,0.93
20,0.67,65.86,1,0,2,0.67,0.8,0,0.63,0.42,0.38,0,8,8,1153.13,0.39,0.4,1,0.47,0.67,0.4
20,-0.98,75.2,4,0,4,0.25,0.6,0,0.89,0.66,0.27,0,9,4,229.14,0.64,0.86,0,0.42,0.89,0.91
19,-0.76,300.48,1,0,9,0.69,0.21,1,0.81,0.5,0.61,0,4,16,1046.0,0.56,0.62,2,0.97,0.79,0.28
9,-0.68,249.48,5,3,7,0.72,0.49,1,0.51,0.91,0.69,0,7,10,65.69,0.64,0.39,0,0.23,0.43,0.52
3,0.67,49.25,4,1,2,0.78,0.71,1,0.44,0.95,0.78,0,1,3,286.46,0.82,0.74,5,0.9,0.33,0.87
14,0.98,119.04,3,2,4,0.58,0.71,1,0.71,0.46,0.1,1,2,1,625.71,0.83,0.43,7,0.85,0.78,0.7
13,0.48,168.74,1,0,6,0.31,0.5,0,0.85,0.01,0.14,0,10,5,1127.28,0.36,0.72,3,0.33,0.87,0.75
8,0.76,273.36,1,2,10,0.78,0.26,1,0.77,0.81,0.18,1,6,12,1048.58,0.59,0.76,7,0.96,0.78,0.52
15,0.6,242.51,2,0,7,0.97,0.38,1,0.82,0.13,0.73,0,2,3,896.09,0.54,0.65,4,0.42,0.86,0.13
18,0.36,258.78,2,3,8,0.19,0.26,0,0.87,0.78,0.61,0,10,4,839.01,0.72,0.83,3,0.48,0.89,0.37
13,-0.12,73.35,1,2,2,0.84,0.92,1,0.71,0.65,0.01,0,10,16,1108.12,0.87,0.45,4,0.77,0.67,0.46
7,0.96,280.2,3,0,10,0.92,0.15,1,0.82,0.43,0.73,0,7,11,555.79,0.68,0.5,5,0.66,0.86,0.47
4,0.68,205.78,5,0,7,0.66,0.48,1,0.74,0.01,0.93,0,8,15,39.85,0.94,0.24,1,0.85,0.7,0.45
15,-0.36,106.17,3,2,2,0.12,0.85,1,0.9,0.05,0.22,0,10,12,593.41,0.79,0.94,1,0.4,0.87,0.49
14,-0.11,40.87,5,3,2,0.61,0.64,1,0.94,0.09,0.5,0,5,3,0.0,0.65,0.36,5,0.98,0.92,0.84
3,-0.19,51.63,1,0,1,0.31,0.95,1,0.69,0.83,0.79,0,9,20,1177.42,0.52,0.72,4,0.3,0.74,0.32
6,0.31,261.89,4,2,9,0.19,0.08,1,0.9,0.36,0.05,0,3,14,327.2,0.83,0.33,4,0.33,0.88,0.87
15,0.43,279.4,3,3,10,0.82,0.12,1,0.93,0.11,0.76,0,3,0,725.32,0.73,0.48,5,0.34,0.91,0.19
17,0.04,148.29,1,0,5,0.62,0.42,1,0.97,0.9,0.49,1,6,3,1142.6,0.86,0.4,6,0.25,0.94,0.39
3,0.86,157.65,4,1,4,0.53,0.74,0,0.97,0.46,0.78,0,5,3,275.98,0.61,0.56,0,0.76,0.95,0.85
3,0.54,338.68,4,3,10,0.3,0.13,1,0.85,0.66,0.96,0,2,15,322.51,0.07,0.44,5,0.0,0.92,0.43
17,0.87,69.44,5,3,1,0.26,1.0,0,0.62,0.92,0.78,0,2,18,0.0,0.53,0.89,1,0.17,0.58,0.61
12,0.32,48.59,5,2,2,0.21,0.76,0,0.45,0.5,0.38,0,9,7,9.17,0.8,0.64,2,0.27,0.48,0.09
14,0.61,122.6,2,3,5,0.3,0.58,0,0.81,0.6,0.89,0,8,9,930.51,0.55,0.24,4,0.84,0.81,0.73
17,0.27,174.83,2,1,6,0.61,0.57,1,0.54,0.62,0.29,0,5,4,861.21,0.34,0.92,5,0.98,0.53,0.54
16,0.08,84.09,3,0,3,0.47,0.44,0,0.32,0.76,0.56,0,9,18,559.67,0.63,0.24,5,0.94,0.26,0.5
17,-0.43,238.6,4,0,7,0.52,0.5,1,0.83,0.52,0.03,0,2,1,311.32,0.68,0.54,1,0.67,0.8,0.22
5,0.97,188.17,3,1,5,0.38,0.7,1,0.76,0.84,0.69,0,4,6,571.87,0.54,0.58,0,0.75,0.67,0.27
14,-0.8,193.21,5,1,6,0.18,0.45,1,0.38,0.74,0.56,1,3,16,58.13,0.65,0.02,10,0.78,0.44,0.87
1,0.85,122.68,4,3,5,0.72,0.58,1,0.73,0.96,0.98,1,5,17,243.56,0.58,0.27,10,0.05,0.72,0.87
6,0.24,176.37,4,1,5,0.41,0.49,0,0.5,0.91,0.7,0,10,11,318.21,0.27,0.37,4,0.76,0.45,0.36
